,age,address,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,outcome,first_name,last_name,age_bucket,month_padded,day_padded,date
1548,32,"936 Carter Station Apt. 159\nWilkinsonstad, GA 27184",services,single,unknown,False,6145,True,False,cellular,14,may,362,1,287,13,failure,False,jackie,tromp,3,05,14,14/05
1561,54,"7475 Cummerata Mall Ave.\nNorth Letha, AK 74393",services,married,unknown,False,386,False,True,cellular,19,nov,74,1,152,1,success,False,webster,roob,5,11,19,19/11
1571,36,"7237 Hassan Cliff Suit3 559\nB0ganp0rt, GU 35173",blue-collar,married,primary,False,49,True,False,cellular,15,may,232,2,365,5,other,False,amani,funk,3,05,15,15/05
1575,34,"684MarkVistaSt.\nJacobsfort,AK40729",blue-collar,single,primary,False,464,True,False,cellular,18,may,173,1,299,2,other,False,cade,treutel,3,05,18,18/05
1579,37,"73820 Quigley Heights\nSchoenfurt, MS 85404",management,married,tertiary,False,539,False,False,cellular,18,jan,540,2,115,3,failure,False,bertram,reynolds,3,01,18,18/01
1582,46,"718JAUNITAFORGESUITE251\NBLANDASIDE,MP18732-2460",blue-collar,married,primary,False,2558,True,False,telephone,20,nov,107,1,167,1,other,False,marty,pollich,4,11,20,20/11
1591,70,"9726Nic0lasPlainsSuit3738\n3mili0shir3,UT54841-6754",retired,married,secondary,False,2815,False,False,cellular,26,apr,125,2,182,1,failure,False,antwan,morar,7,04,26,26/04
1600,32,"4616 Abshir3 Driv3 \nD0m3nic0land, NV 99198",management,married,secondary,False,6217,True,True,cellular,18,nov,486,2,181,2,failure,False,electa,ratke,3,11,18,18/11
1603,32,"8657 Prohaska Rue Ave.\nSouth Jovanside, AZ 70897-3138",technician,married,unknown,False,14533,False,False,cellular,31,dec,646,3,198,2,success,False,elfrieda,crist,3,12,31,31/12
1621,55,"6026H3b3rStr3amSuit3893\nS0uthAng3lin3,PW54991-3297",self-employed,married,secondary,False,203,True,False,telephone,14,may,9,5,174,12,other,False,adella,thiel,5,05,14,14/05
1625,36,"63589HANDRAMP\NLAKETAUREANBURGH,KY81720-2342",services,married,secondary,False,1746,True,False,cellular,7,apr,15,1,316,1,failure,False,quinn,ebert,3,04,07,07/04
1628,38,"540 s0phia prairi3 suit3 206\nn3w raul, pa 80356",technician,married,secondary,False,821,True,True,cellular,17,nov,224,2,180,1,failure,False,lesley,legros,3,11,17,17/11
1633,59,"492YesseniaCrossingApt.113\nBerryshire,PA97758",blue-collar,married,primary,False,699,False,False,cellular,28,jan,98,1,154,6,failure,False,mauricio,bernhard,5,01,28,28/01
1634,42,"0633 Andrew Cove Apt. 356\nSouth Ethylborough, GA 19019-9047",unemployed,divorced,secondary,False,759,False,False,cellular,28,jan,97,1,169,3,failure,False,vaughn,grimes,4,01,28,28/01
1635,33,"6437 CAROLINA JUNCTION \NLAKE ROWLAND, ME 86745-3438",blue-collar,married,secondary,False,687,True,False,cellular,14,may,72,2,370,1,failure,False,kyle,hackett,3,05,14,14/05
1636,53,"76957 beer shoal\nsaraiport, nc 69301",retired,married,secondary,False,4968,False,False,cellular,6,may,109,1,87,2,failure,False,eldora,gulgowski,5,05,06,06/05
1650,36,"1898 Micah Turnpike Ave.\nEast Mac, ND 39246-0766",admin.,divorced,secondary,False,356,True,False,cellular,7,apr,244,3,313,1,failure,False,althea,barton,3,04,07,07/04
1653,53,"4560AftonRoadAve.\nSouthJadyn,WI68211",blue-collar,married,primary,False,306,False,False,cellular,28,jul,388,3,181,1,success,True,aletha,nitzsche,5,07,28,28/07
1658,47,"836 H3gmann Summit Suit3 471\nBru3nm0uth, MP 84883",blue-collar,married,primary,False,556,True,False,cellular,4,feb,147,2,264,4,other,False,brown,jast,4,02,04,04/02
1666,32,"7945 Hoppe Way Suite 478\nMoenport, FL 79475",management,married,tertiary,False,4761,True,False,cellular,5,may,159,2,350,2,failure,False,foster,orn,3,05,05,05/05
1676,40,"734 Abelardo Bypass Suite 267\nWest Marianshire, UT 95048-4565",admin.,married,secondary,False,168,True,False,cellular,7,may,249,2,169,1,failure,False,constance,orn,4,05,07,07/05
1695,43,"298MARIS0LM0T0RWAY\NW3STAL3XYS,CT83260",admin.,married,secondary,False,132,False,False,cellular,19,aug,574,1,84,3,success,True,kiley,reynolds,4,08,19,19/08
1697,34,"9861 champlin port suite 601\nclaudeburgh, fm 61463-5004",blue-collar,married,secondary,False,7,True,True,cellular,2,feb,171,2,193,2,other,False,caterina,kemmer,3,02,02,02/02
1698,31,"2682LittleCrossroadAve.\nPortDomenico,MP62113",management,single,tertiary,False,3283,False,False,cellular,2,feb,258,1,73,1,failure,True,amiya,robel,3,02,02,02/02
1703,40,"23347 Garrett Corners\nNew Juwan, GA 02326",unemployed,divorced,secondary,False,507,True,False,cellular,2,feb,134,1,266,7,failure,False,elisabeth,schulist,4,02,02,02/02
1707,30,"6998 gorczany road apt. 160\nwest adrain, ky 93108-3616",self-employed,married,secondary,False,123,False,True,unknown,17,jul,66,1,85,5,other,False,ova,kling,3,07,17,17/07
1713,56,"818HaagVillage\nEastMatt,TN70729-8864",blue-collar,married,secondary,False,2190,False,True,cellular,30,jan,90,2,232,1,failure,False,antwon,nicolas,5,01,30,30/01
1719,48,"7179 Rosalee Lodge Apt. 288\nDavontemouth, ND 63701-7161",management,married,secondary,False,4415,True,False,cellular,8,apr,1032,3,141,7,failure,True,hobart,mante,4,04,08,08/04
1729,53,"09880 HAUCK ISLANDS\NNEW TREMAYNE, ID 47365",admin.,single,secondary,False,2398,True,False,cellular,2,aug,317,1,180,2,failure,True,xavier,dooley,5,08,02,02/08
1736,40,"7781 B0sc0 Light Av3.\nP0wl0wskivill3, CA 52945",admin.,single,secondary,False,100,True,False,cellular,11,aug,221,1,461,1,success,True,timmy,tremblay,4,08,11,11/08
1748,49,"896 ERDMAN FORKS ST.\NRODRIGUEZBERG, NY 98461-1408",admin.,married,secondary,False,197,True,False,cellular,13,apr,223,1,182,2,failure,True,nia,schroeder,4,04,13,13/04
1749,40,"095 dick3ns inl3t suit3 027\n3ast gillianch3st3r, va 12467",technician,single,tertiary,False,825,True,False,cellular,20,apr,38,1,335,1,other,False,bruce,weber,4,04,20,20/04
1750,47,"691 gunnar square st.\nmcdermotttown, wy 93323",housemaid,single,tertiary,False,3232,False,False,telephone,6,oct,541,1,204,3,failure,False,zora,muller,4,10,06,06/10
1754,29,"338 CARROLL REST ST.\NGRETCHENBURY, AK 94325",management,single,tertiary,False,1445,False,False,cellular,26,apr,328,2,143,2,success,True,kaylah,grant,2,04,26,26/04
1760,35,"6854 Ann3tt3 L0ck Suit3 451\nSchummp0rt, M3 21298-4282",technician,married,secondary,False,0,True,False,cellular,9,nov,524,1,96,5,success,True,adonis,rolfson,3,11,09,09/11
1762,35,"41450 Runolfsson Groves\nDamonton, ND 77993-9818",self-employed,single,tertiary,False,44,False,False,cellular,7,sep,310,2,96,2,other,False,wilmer,abbott,3,09,07,07/09
1764,29,"9518 w3stl3y f0rds av3.\nflatl3yp0rt, gu 07487",admin.,single,secondary,False,1992,False,False,cellular,8,jul,202,1,87,2,failure,False,marianna,hickle,2,07,08,08/07
1767,51,"2611 Berge Circles Ave.\nHanemouth, KS 95590-9902",management,single,tertiary,False,297,True,False,cellular,15,may,415,4,375,1,failure,True,opal,von,5,05,15,15/05
1779,32,"4517 ferry extensions ave.\nnorth charlene, ma 90046-8559",technician,single,tertiary,False,13711,True,False,cellular,14,may,638,1,175,3,success,False,percy,dibbert,3,05,14,14/05
1786,37,"053 Mills Roads St.\nEast Velvashire, AR 50432",services,single,secondary,False,1175,True,False,cellular,15,may,102,1,333,2,failure,False,colten,gleichner,3,05,15,15/05
1805,70,"46129 C0L3 KN0LLS\NLAK3 RYLAN, NH 33566-5252",retired,married,tertiary,False,15834,False,False,cellular,5,apr,172,3,186,1,failure,False,antonia,hintz,7,04,05,05/04
1810,28,"048D0nnyP0intSuit3151\nLak3G30rg3tt3,NC01959-8779",blue-collar,married,secondary,False,373,True,False,cellular,14,may,10,9,344,1,failure,False,abbie,hilpert,2,05,14,14/05
1817,27,"4240 Kuhic Mills Av3.\nArmanistad, LA 78656-3382",blue-collar,married,secondary,False,2171,True,False,cellular,16,apr,130,1,323,1,other,False,maverick,schimmel,2,04,16,16/04
1820,46,"857 Lemke Mews Apt. 684\nJanbury, PR 67431",admin.,married,secondary,False,4958,True,False,cellular,17,nov,64,3,150,5,other,False,brandyn,hand,4,11,17,17/11
1827,50,"223 LISA HILLS ST.\NNORTH RAINA, MP 12638-5694",management,married,tertiary,False,4374,True,False,cellular,21,nov,163,2,113,3,failure,False,maximilian,kemmer,5,11,21,21/11
1830,36,"83009 margie forest\nsallyhaven, ma 67956-4220",services,single,secondary,False,774,True,False,cellular,3,feb,231,2,259,1,failure,False,katelyn,kovacek,3,02,03,03/02
1833,37,"080 Dexter Fork Suite 917\nRoobbury, SD 88552",blue-collar,married,primary,False,0,True,False,cellular,6,may,226,1,363,3,other,False,frederique,kutch,3,05,06,06/05
1848,38,"165 LARSON VIEW \NBERNHARDBOROUGH, SC 47443-5207",blue-collar,married,primary,False,2240,True,False,cellular,19,nov,551,1,183,1,failure,False,twila,daniel,3,11,19,19/11
1856,48,"880 Lesch Centers Apt. 104\nWest Alyson, SC 98017",management,divorced,tertiary,False,541,True,False,cellular,14,may,72,1,363,2,other,False,jesse,grimes,4,05,14,14/05
1862,47,"6723R0B3LPLAINSSUIT3769\NKAYL33LAND,VI68757",blue-collar,married,secondary,False,1230,True,False,cellular,30,apr,412,1,169,1,success,True,dawn,walsh,4,04,30,30/04
1863,32,"157 Deshaun Gardens St.\nAlessandramouth, NM 16574-3286",admin.,single,secondary,False,45,True,True,cellular,14,may,908,3,344,7,other,False,nicolas,schneider,3,05,14,14/05
1866,86,"663 shanel landing st.\nwest grady, oh 52228-1252",retired,married,secondary,False,1503,False,False,telephone,18,mar,165,3,101,1,other,False,syble,casper,8,03,18,18/03
1868,42,"00713 jakubowski turnpike\nlianaton, md 67566-7587",management,married,primary,False,-679,True,True,cellular,6,may,159,1,343,2,failure,False,americo,gaylord,4,05,06,06/05
1870,25,"397 Katelyn Lights Apt. 529\nEast Audreanne, PR 45822-7090",student,single,unknown,False,10788,False,False,cellular,23,dec,102,2,210,2,other,False,suzanne,erdman,2,12,23,23/12
1871,34,"45396 Trent Landing\nOlsonmouth, AP 69684-7325",services,divorced,secondary,False,991,True,False,cellular,6,may,89,1,344,1,failure,False,juvenal,bauch,3,05,06,06/05
1875,30,"067 Nolan Ford Suite 145\nNorth Eileen, MD 46106-3829",blue-collar,single,secondary,False,180,False,False,cellular,14,jul,203,1,183,2,failure,False,janis,ankunding,3,07,14,14/07
1882,34,"6214BobbyMountainAve.\nEastDorthystad,OR42858-1015",technician,single,secondary,False,440,True,False,cellular,6,may,445,2,345,2,failure,False,rocky,barton,3,05,06,06/05
1884,39,"7799 yost glen ave.\nboganport, ny 67741",technician,married,secondary,False,-735,True,False,cellular,30,jan,144,5,248,2,failure,False,talia,daniel,3,01,30,30/01
1886,39,"643 Miller Shoals Suite 662\nHalvorsonside, DE 25494-1845",technician,divorced,secondary,False,902,True,False,cellular,10,feb,691,2,180,5,failure,True,grant,baumbach,3,02,10,10/02
1904,28,"925Wald0TrafficwaySuit3131\n3astNatasha,M083117",student,single,tertiary,False,0,False,False,cellular,28,sep,294,2,105,7,other,True,carmelo,watsica,2,09,28,28/09
1905,46,"284 R33d Gat3way Suit3 596\nR0s3nbaumb3rg, MI 48828-6716",management,married,tertiary,False,273,True,False,cellular,18,mar,910,2,184,4,success,True,loyce,aufderhar,4,03,18,18/03
1910,54,"50279 B03hm F0rks\nHaili3sid3, M0 39968-3339",retired,married,secondary,False,1139,True,False,cellular,14,may,155,1,177,7,failure,False,matteo,mante,5,05,14,14/05
1912,54,"0896 MARQUIS3 PATH \NDUSTYSHIR3, HI 30293",blue-collar,married,secondary,False,0,False,False,telephone,16,apr,1366,1,150,1,failure,False,augustine,schumm,5,04,16,16/04
1915,29,"107 VERONA ISLANDS \NEAST TANYA, GA 61191-3417",management,single,tertiary,False,1026,False,False,cellular,12,nov,226,1,92,1,other,True,ceasar,batz,2,11,12,12/11
1928,22,"08400 waldo unions\nwest deshaun, nv 22298",student,single,primary,False,3472,False,False,cellular,20,oct,332,1,183,3,failure,True,hallie,gulgowski,2,10,20,20/10
1933,49,"853 jam3l passag3 suit3 943\ngradych3st3r, ia 25870-4239",blue-collar,married,primary,False,474,True,True,telephone,9,feb,152,3,221,1,failure,False,courtney,waelchi,4,02,09,09/02
1951,46,"351 Lamar Mall St.\nKubburgh, CA 60781",entrepreneur,single,tertiary,False,1410,True,False,cellular,19,nov,93,1,189,8,failure,False,albert,o'reilly,4,11,19,19/11
1952,41,"4194 Estevan Cove Suite 328\nNew Irwin, OK 55055-5965",admin.,divorced,secondary,False,6046,True,True,telephone,15,mar,300,6,182,2,success,True,zion,flatley,4,03,15,15/03
1953,36,"1068 Maurice Mews Ave.\nLubowitzfurt, MA 95648-3597",admin.,single,tertiary,False,980,False,False,cellular,11,nov,118,4,104,7,failure,False,katheryn,treutel,3,11,11,11/11
1956,77,"325 MONSERRATE ISLAND ST.\NWEST MINERVALAND, NM 17691",retired,married,primary,False,680,False,False,telephone,24,feb,513,2,89,7,failure,False,harley,wisoky,7,02,24,24/02
1970,35,"920 smith bridge st.\nalantown, ap 04348-1759",technician,married,secondary,False,-259,True,False,cellular,29,jan,381,1,247,2,failure,False,soledad,jewess,3,01,29,29/01
1978,54,"72133BAUCHSTREAM\NNEWELISHABERG,OH75516",blue-collar,married,unknown,False,310,True,False,telephone,28,jan,526,4,258,3,other,False,mohammed,cole,5,01,28,28/01
1980,56,"224 PIP3R L0CKS ST.\NS0UTH P3ARLM0UTH, NJ 21118",admin.,married,unknown,False,2038,False,False,cellular,8,feb,405,1,305,1,success,False,frank,bashirian,5,02,08,08/02
1983,34,"6888 Krystal Burg Av3.\nR3yn0ldsfurt, IA 41210",technician,single,secondary,False,105,True,False,cellular,7,may,146,2,171,3,failure,False,genoveva,jacobs,3,05,07,07/05
1989,45,"806HirtheShoalsSt.\nEastKarlside,LA08214-0318",blue-collar,married,secondary,False,2926,True,True,cellular,19,nov,482,3,120,2,failure,False,ransom,fahey,4,11,19,19/11
2000,28,"6284 D3WITT W3LL APT. 083\NALVI3W, MA 75865-5283",blue-collar,married,primary,False,60,True,False,cellular,6,may,161,1,337,1,failure,False,kevon,kozey,2,05,06,06/05
2002,32,"857 vonrueden spur suite 503\nport soledadburgh, nc 92479-4802",admin.,single,tertiary,False,1583,True,False,cellular,19,nov,100,1,182,1,failure,False,abby,deckow,3,11,19,19/11
2004,28,"606ALFREDATRAFFICWAY\NSTEHRBURGH,MI79290-4252",blue-collar,single,secondary,False,1065,True,True,cellular,17,apr,406,1,317,1,failure,False,lester,christiansen,2,04,17,17/04
2005,51,"335 Fah3y Hav3n \nMcClur3f0rt, WI 05066",unemployed,married,secondary,False,-13,True,False,cellular,13,may,361,1,364,1,failure,False,napoleon,daniel,5,05,13,13/05
2013,31,"3806 Bosco Drive Suite 629\nJustynchester, OK 85450-0263",blue-collar,single,secondary,False,609,True,False,cellular,14,apr,1126,1,335,1,failure,False,damion,gislason,3,04,14,14/04
2015,40,"3526 douglas stravenue ave.\nsawaynberg, in 02807",management,single,tertiary,False,0,True,False,cellular,23,feb,228,2,182,6,failure,True,hugh,rau,4,02,23,23/02
2019,51,"8934 Carolina Forks \nAudrachester, KY 54868",blue-collar,married,primary,False,42,True,False,cellular,12,may,51,2,342,3,failure,False,dakota,ratke,5,05,12,12/05
2032,59,"36736 Kilback Gr33ns\nN3w H3rman, A3 22170",management,married,primary,False,1727,False,False,telephone,25,may,500,4,358,2,failure,True,therese,hoeger,5,05,25,25/05
2037,30,"1277 ALANA UNIONS AVE.\NPORT JUDGE, KS 84916-2487",management,married,tertiary,False,1942,True,True,cellular,21,nov,436,2,178,3,other,True,claud,runolfsson,3,11,21,21/11
2049,59,"323 Purdy Shores Suite 122\nKielland, PW 73753-8583",technician,married,primary,False,4198,False,False,cellular,14,jan,309,1,91,10,success,True,madisyn,herman,5,01,14,14/01
2050,52,"9405WILLMSCRESTAVE.\NNORTHHOPEVIEW,GA33322-1245",blue-collar,married,primary,False,230,True,False,cellular,6,may,198,2,170,2,failure,False,neal,romaguera,5,05,06,06/05
2055,48,"111FadelSpringsSt.\nWolfton,NJ59255-3179",technician,married,secondary,False,568,True,False,cellular,2,sep,378,2,386,1,success,True,evie,willms,4,09,02,02/09
2062,29,"968 farr3ll gat3way \nw3st silas, a3 40738-2510",blue-collar,married,unknown,False,486,True,False,cellular,6,may,422,1,363,1,failure,False,denis,keeling,2,05,06,06/05
2067,41,"517DuBuqueLightsApt.028\nLakeBrisaburgh,MO80177",housemaid,divorced,primary,False,22,True,False,cellular,18,nov,238,3,126,4,other,False,orland,hane,4,11,18,18/11
2068,47,"5234TERRYRUNAVE.\NLAKEABBY,HI10107",technician,married,secondary,False,1167,True,False,cellular,30,apr,968,1,87,5,failure,True,astrid,brekke,4,04,30,30/04
2069,38,"3652 J3nnif3r Trail \nN0rth D0nat0hav3n, AP 02584",management,single,tertiary,False,35,True,False,cellular,17,apr,156,1,273,3,failure,False,janelle,volkman,3,04,17,17/04
2070,80,"238HermanMountainSt.\nWestZackary,KY79634",retired,married,secondary,False,8304,False,False,telephone,6,apr,681,1,118,11,success,False,nola,mohr,8,04,06,06/04
2075,69,"57518 Stanton Camp\nRitchieshire, CT 67945-2148",retired,married,tertiary,False,473,False,False,cellular,7,jul,112,1,78,1,failure,False,marjolaine,price,6,07,07,07/07
2088,26,"9890 Zulauf Camp Suit3 006\nP0rt Dayna, KY 14436-9278",management,single,tertiary,False,592,False,False,telephone,29,jan,145,2,164,1,other,False,levi,skiles,2,01,29,29/01
2096,58,"00551 KUNZE ESTATES\NNEW ASHTON, ME 45934-4358",management,married,tertiary,False,9339,True,False,telephone,18,nov,52,3,172,3,other,False,heber,o'reilly,5,11,18,18/11
2103,39,"78832CARTWRIGHTPINE\NZEMLAKTOWN,CO67290-2076",services,married,secondary,False,1970,True,False,unknown,8,jun,30,1,404,2,success,False,annabelle,kihn,3,06,08,08/06
2104,38,"704MurphyKn0llsSuit3448\n3astLav3rn3,PA51926",self-employed,divorced,tertiary,False,1513,False,False,cellular,7,may,330,1,342,1,failure,False,jana,sipes,3,05,07,07/05
2121,24,"3461 Freeda Cape \nSouth Erynfurt, IN 46987",student,single,secondary,False,508,True,False,telephone,18,may,12,3,374,1,other,False,jaiden,boyer,2,05,18,18/05
2122,48,"7371RAEPLAINSSUITE067\NWEISSNATSTAD,WA27436-2912",unemployed,married,secondary,False,817,False,False,cellular,14,jan,517,1,282,4,success,True,madge,hagenes,4,01,14,14/01
2123,41,"462 Schultz Springs St.\nMaryjaneview, DE 06987-1006",technician,divorced,secondary,False,348,True,False,cellular,7,may,225,2,275,2,failure,False,jayce,barton,4,05,07,07/05
2131,35,"83360 STARK LAK3\NR3ILLYSTAD, M3 19547-0392",housemaid,married,tertiary,False,1265,True,False,cellular,15,may,326,5,179,4,failure,True,dakota,konopelski,3,05,15,15/05
2143,37,"70882 zulauf drive\nvernonbury, wi 12990-8922",management,married,tertiary,False,4089,True,False,cellular,2,feb,289,2,174,4,other,True,alisha,runte,3,02,02,02/02
2151,51,"465 Pedro Shoal St.\nKassulkeburgh, MI 75690",blue-collar,divorced,primary,False,602,True,False,cellular,11,may,347,1,284,2,failure,False,magali,dare,5,05,11,11/05
2159,33,"617FlatleySummitSt.\nLakeAnastacioberg,HI40589-5110",services,married,secondary,False,386,False,False,cellular,12,nov,253,1,92,4,failure,True,lacey,emmerich,3,11,12,12/11
2166,47,"399UnaPrairieApt.346\nJulesfurt,ND06726-4151",technician,married,secondary,False,826,True,False,telephone,18,nov,195,3,112,8,other,False,barton,fadel,4,11,18,18/11
2176,28,"482 Fl0ssi3 Und3rpass Apt. 284\nS0uth Rup3rtt0n, WI 35265-2653",blue-collar,single,secondary,False,-46,True,False,cellular,1,sep,199,1,92,14,success,True,lenny,barrows,2,09,01,01/09
2181,32,"34540 KENNY LODGE\NKUHNHAVEN, OR 51672-9506",blue-collar,single,secondary,False,33,True,False,cellular,18,may,125,1,368,4,failure,False,oceane,nitzsche,3,05,18,18/05
2185,40,"3320TevinVistaApt.065\nNorthSunny,AA54541",services,married,secondary,False,1438,True,False,cellular,6,may,207,1,351,2,failure,False,herminia,dach,4,05,06,06/05
2188,46,"148 RYLEIGH STATION ST.\NNEW ANTWANSTAD, FL 74559",admin.,single,secondary,False,1693,True,False,cellular,25,jan,137,1,97,1,success,False,florine,ritchie,4,01,25,25/01
2196,54,"066 sanf0rd gl3n \n3ast cristinashir3, sc 96774-8827",management,divorced,tertiary,False,26306,True,False,cellular,11,feb,27,1,84,3,failure,False,kailyn,koss,5,02,11,11/02
2212,34,"3363 Gudrun Heights \nFadeltown, VA 50868-6200",management,married,tertiary,False,3301,True,False,cellular,17,jun,485,2,227,4,failure,True,larue,wolff,3,06,17,17/06
2213,24,"774 Veda Parks \nGerlachside, GU 04469",student,single,secondary,False,822,False,False,cellular,27,oct,184,1,91,2,failure,True,roxane,schumm,2,10,27,27/10
2215,34,"992 PAUCEK COURTS ST.\NMORISSETTEBURY, AS 58154",management,single,unknown,False,1534,True,False,cellular,16,apr,156,1,147,7,other,False,letha,zieme,3,04,16,16/04
2220,33,"6671 GL0RIA STR33T AV3.\N3AST N3DRA, MP 97497-1875",blue-collar,married,secondary,False,139,True,True,cellular,18,may,732,2,291,5,failure,True,roosevelt,carroll,3,05,18,18/05
2235,46,"635 m00r3 inl3t suit3 925\nn0rth c0nrad, vi 98338-5827",management,single,tertiary,False,46,False,True,cellular,17,nov,80,1,152,1,failure,False,kacey,hills,4,11,17,17/11
2242,34,"264 Krystel Shoal Suite 733\nNew Lottie, FM 96792-3040",admin.,single,secondary,False,10,False,True,cellular,18,nov,162,1,173,3,failure,False,valentine,ankunding,3,11,18,18/11
2249,49,"2969JuniusCliffsSuite030\nYundthaven,AA29002-7671",unemployed,divorced,tertiary,False,780,False,False,cellular,8,nov,148,1,871,2,failure,False,merle,armstrong,4,11,08,08/11
2251,37,"6228Y0stWallApt.837\nN3wGranvill3,WA39828",management,married,tertiary,False,238,False,False,cellular,3,feb,185,1,92,1,success,True,moshe,considine,3,02,03,03/02
2255,36,"7801 Leatha Avenue Suite 034\nSigmundburgh, AK 56749",management,single,tertiary,False,1531,True,False,cellular,8,may,81,3,170,1,failure,False,andre,senger,3,05,08,08/05
2263,58,"5686Migu3lCliffApt.390\n3valynm0uth,AR18495",retired,married,secondary,False,502,True,False,cellular,12,may,197,2,370,3,failure,False,karley,von,5,05,12,12/05
2266,55,"262TorphyDriveSt.\nEastJavonshire,TN73102",admin.,married,secondary,False,0,False,False,cellular,23,sep,180,2,238,3,success,False,cordell,rogahn,5,09,23,23/09
2271,34,"0568 Gr33n Run Suit3 729\nGibs0nland, AP 73510-1284",management,single,tertiary,False,171,True,False,cellular,7,may,191,1,294,1,failure,False,veda,kovacek,3,05,07,07/05
2277,38,"687 Kiehn Villages Suite 849\nMozelletown, PR 70563-5460",technician,married,secondary,False,1931,False,False,cellular,2,jun,167,1,298,10,other,False,billie,williamson,3,06,02,02/06
2293,34,"184PfannerstillLaneSt.\nLakeAyanaberg,DE63130",entrepreneur,married,secondary,False,2,True,True,cellular,5,may,184,1,167,6,failure,False,angelita,lowe,3,05,05,05/05
2294,48,"2843 romaguera village ave.\ntreutelstad, pw 77278-3454",technician,married,secondary,False,197,False,True,cellular,3,feb,47,2,222,3,other,False,abel,bashirian,4,02,03,03/02
2302,28,"2755 Littel Dale Suite 309\nJeffreyton, PA 09248-2335",technician,single,secondary,False,769,True,False,cellular,15,may,153,1,371,2,failure,False,lexus,bradtke,2,05,15,15/05
2306,36,"879 Doyle Squares Apt. 191\nWest Wiley, CO 15851",technician,married,tertiary,False,6,True,False,cellular,27,jan,100,1,435,1,failure,False,leonie,wintheiser,3,01,27,27/01
2318,53,"9265V0LKMANFALLAPT.661\NF33N3YSHIR3,VA20363-5361",admin.,married,secondary,False,225,True,False,cellular,20,apr,304,1,340,1,failure,False,alexanne,flatley,5,04,20,20/04
2325,38,"968 Shayne Landing \nRempelborough, MD 71979",admin.,single,secondary,False,883,True,False,cellular,12,may,95,1,327,9,other,False,kenny,o'conner,3,05,12,12/05
2332,30,"62627 Theo Station\nJennyferstad, SC 74670",management,married,tertiary,False,102,True,False,cellular,5,apr,470,7,426,3,other,True,icie,mcdermott,3,04,05,05/04
2335,33,"521 Megane Trail St.\nNorth Allenebury, VT 88170-8242",admin.,single,tertiary,False,490,True,False,cellular,7,may,31,1,363,2,failure,False,gennaro,hegmann,3,05,07,07/05
2345,26,"6489 Ulises Valley Ave.\nKianchester, WV 83857",services,single,secondary,False,512,True,True,cellular,30,jan,206,5,239,3,failure,False,leanna,altenwerth,2,01,30,30/01
2359,36,"8113 HARBER PLAIN SUITE 837\NWEST JOHATHAN, VI 87620",services,single,secondary,False,417,True,False,cellular,6,feb,15,10,207,3,failure,False,geovany,hackett,3,02,06,06/02
2365,33,"81377 r0gahn vall3ys\nn0rth j3v0n, pa 85419-2321",admin.,divorced,secondary,False,661,True,False,cellular,18,nov,411,1,173,2,other,False,dakota,haag,3,11,18,18/11
2372,43,"447 V3UM SH0R3S APT. 790\NW3ST MACYSHIR3, VA 42687",services,single,secondary,False,3403,True,False,cellular,12,nov,707,2,97,2,success,True,eloy,emmerich,4,11,12,12/11
2379,42,"600 farr3ll ridg3 st.\nn3w mafalda, tx 59580",blue-collar,divorced,secondary,False,1491,True,False,cellular,6,may,203,2,334,2,failure,False,palma,boyer,4,05,06,06/05
2380,32,"91420 H0w3ll Vill3\nCamrynt0n, M0 75900-0975",technician,single,secondary,False,6402,True,False,cellular,6,may,158,1,167,1,success,False,norma,o'hara,3,05,06,06/05
2396,30,"8245 Ab3 Vall3y Apt. 231\nN3w Vinc3nza, 0K 41812",management,married,tertiary,False,877,False,False,cellular,13,aug,202,1,83,5,failure,False,breanne,gerlach,3,08,13,13/08
2405,40,"071 WINTHEISER VILLAGE APT. 852\NPORT PINK, NH 15800",technician,married,secondary,False,0,True,True,cellular,26,jul,105,2,172,1,failure,False,era,towne,4,07,26,26/07
2429,26,"888 Mario Knolls \nAuerborough, AA 99477-8451",student,single,secondary,False,203,False,False,cellular,16,nov,104,1,196,1,failure,False,darlene,keebler,2,11,16,16/11
2430,52,"05112 N0r3n3 Fall\nGrim3sshir3, AL 73377",technician,married,secondary,False,1818,False,True,cellular,17,nov,189,2,111,4,failure,False,alverta,thiel,5,11,17,17/11
2431,42,"714KundeKnollsSt.\nEastBrendenchester,MD79944-5141",unemployed,married,secondary,False,1289,False,False,cellular,15,jul,250,4,415,2,failure,True,delmer,bernhard,4,07,15,15/07
2433,73,"033NyaEstatesApt.526\nGarthborough,NE63968-6595",retired,married,primary,False,796,False,False,cellular,23,oct,427,1,182,2,failure,True,harry,reichel,7,10,23,23/10
2436,51,"012SHANAHANGAT3WAYSUIT3475\NW3STM0UTH,0H63229",technician,married,secondary,False,117,False,False,cellular,24,aug,467,2,88,4,other,True,narciso,kohler,5,08,24,24/08
2438,39,"485 Bahringer Falls St.\nPort Roel, ID 93412-2926",management,married,tertiary,False,691,True,True,cellular,16,apr,517,1,255,1,failure,False,haylie,zieme,3,04,16,16/04
2444,35,"0762 Tillman Gr33ns Av3.\nWilh3lmsid3, N3 93628",management,married,secondary,False,724,True,False,cellular,14,jul,287,2,415,1,failure,True,alexander,grady,3,07,14,14/07
